"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input","dist","ocean","source","domain","inCanada"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus vanhoeffeni",272698,"Marine","Diaphus vanhoeffeni",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus atlanticus",126558,"Marine","Dibranchus atlanticus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Dicrolene","Dicrolene introniger",275895,"Marine","Dicrolene introniger",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Diodontidae","Diodon","Diodon holocanthus",127402,"Marine","Diodon holocanthus",42.1597024464979,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys atlanticus",126599,"Marine","Diogenichthys atlanticus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Gonostomatidae","Diplophos","Diplophos taenia",127292,"Marine","Diplophos taenia",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Diplospinus","Diplospinus multistriatus",126861,"Marine","Diplospinus multistriatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Trachichthyiformes","Diretmidae","Diretmus","Diretmus argenteus",126398,"Marine","Diretmus argenteus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Bathylagidae","Dolicholagus","Dolicholagus longirostris",126720,"Marine","Dolicholagus longirostris",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Opisthoproctidae","Dolichopteroides","Dolichopteroides binocularis",712448,"Marine","Dolichopteryx binocularis",118.697819710899,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Dolopichthys","Dolopichthys allector",126562,"Marine","Dolopichthys allector",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Dolopichthys","Dolopichthys pullatus",159205,"Marine","Dolopichthys pullatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Dorosoma","Dorosoma cepedianum",159600,"Marine-Freshwater-Brackish","Dorosoma cepedianum",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Echeneidae","Echeneis","Echeneis naucrates",126848,"Marine-Brackish","Echeneis naucrates",89.7036549083785,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Carapidae","Echiodon","Echiodon dawsoni",158996,"Marine","Echiodon dawsoni",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Echiostoma","Echiostoma barbatum",127340,"Marine","Echiostoma barbatum",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Setarchidae","Ectreposebastes","Ectreposebastes imus",159566,"Marine","Ectreposebastes imus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Elagatis","Elagatis bipinnulata",126809,"Marine","Elagatis bipinnulata",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Elassodiscus","Elassodiscus caudatus",280629,"Marine","Elassodiscus caudatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Electrona","Electrona risso",126600,"Marine","Electrona risso",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Eleginus","Eleginus gracilis",254537,"Marine-Freshwater-Brackish","Eleginus gracilis",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Elopiformes","Elopidae","Elops","Elops saurus",157875,"Marine-Brackish","Elops saurus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Embiotoca","Embiotoca lateralis",240740,"Marine","Embiotoca lateralis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Enchelyopus","Enchelyopus cimbrius",126450,"Marine","Enchelyopus cimbrius",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis","Engraulis eurystole",158702,"Marine","Engraulis eurystole",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax",272286,"Marine","Engraulis mordax",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Engyophrys","Engyophrys senta",159356,"Marine","Engyophrys senta",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Enophrys","Enophrys bison",275355,"Marine","Enophrys bison",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Enophrys","Enophrys diceraus",154784,"Marine","Enophrys diceraus",80.9870824077881,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Enophrys","Enophrys lucasi",254518,"Marine","Enophrys lucasi",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani",280690,"Marine","Eopsetta jordani",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus","Epigonus affinis",273400,"Marine","Epigonus affinis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus","Epigonus denticulatus",126857,"Marine","Epigonus denticulatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus","Epigonus occidentalis",159704,"Marine","Epigonus occidentalis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus","Epigonus pandionis",159706,"Marine","Epigonus pandionis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus","Epigonus telescopus",126858,"Marine","Epigonus telescopus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus",218204,"Marine","Epinephelus areolatus",0.034979855618571,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus morio",159354,"Marine","Epinephelus morio",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Anoplopomatidae","Erilepis","Erilepis zonifer",280700,"Marine","Erilepis zonifer",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","Esox americanus",1021987,"Freshwater-Brackish","Esox americanus americanus",25.2291682524014,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","Esox lucius",154210,"Freshwater-Brackish","Esox lucius",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus","Etropus crossotus",158799,"Marine-Brackish","Etropus crossotus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Etropus","Etropus microstomus",158801,"Marine","Etropus microstomus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus sadina",584793,"Marine","Etrumeus teres",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus argenteus",159732,"Marine-Freshwater-Brackish","Eucinostomus argenteus",19.8841697075093,"Arctic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Euleptorhamphus","Euleptorhamphus velox",159276,"Marine","Euleptorhamphus velox",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Eumesogrammus","Eumesogrammus praecisus",159817,"Marine","Eumesogrammus praecisus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus derjugini",127215,"Marine","Eumicrotremus derjugini",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus orbis",254535,"Marine","Eumicrotremus orbis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus spinosus",127217,"Marine","Eumicrotremus eggvinii",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus","Eumicrotremus terraenovae",159521,"Marine","Eumicrotremus terraenovae",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Saccopharyngiformes","Eurypharyngidae","Eurypharynx","Eurypharynx pelecanoides",127165,"Marine","Eurypharynx pelecanoides",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias acinosus",275060,"Marine","Eustomias acinosus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias arborifer",158849,"Marine","Eustomias arborifer",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias austratlanticus",275065,"Marine","Eustomias austratlanticus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias bibulbosus",158850,"Marine","Eustomias bibulbosus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias bimargaritatus",275070,"Marine","Eustomias bimargaritatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias bituberatus",275073,"Marine","Eustomias bituberatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias brevibarbatus",158852,"Marine","Eustomias brevibarbatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias dubius",158853,"Marine","Eustomias dubius",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias enbarbatus",158854,"Marine","Eustomias enbarbatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias filifer",127342,"Marine","Eustomias filifer",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias fissibarbis",158855,"Marine","Eustomias fissibarbis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias jimcraddocki",275102,"Marine","Eustomias jimcraddocki",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias kreffti",275103,"Marine","Eustomias kreffti",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias longibarba",127344,"Marine","Eustomias longibarba",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias melanostigma",275111,"Marine","Eustomias melanostigma",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias monoclonus",217614,"Marine","Eustomias monoclonus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias monodactylus",275119,"Marine","Eustomias monodactylus",32.9523749401585,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias obscurus",127347,"Marine","Eustomias obscurus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias polyaster",158728,"Marine","Eustomias polyaster",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias schiffi",158729,"Marine","Eustomias schiffi",32.9523749401585,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias schmidti",127348,"Marine","Eustomias schmidti",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias simplex",127349,"Marine","Eustomias simplex",33.590977419487,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Eustomias","Eustomias variabilis",275146,"Marine","Eustomias variabilis",32.9523749401585,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus","Euthynnus alletteratus",127017,"Marine-Brackish","Euthynnus alletteratus",0.0750472014805067,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Aulopiformes","Evermannellidae","Evermannella","Evermannella balbo",126338,"Marine","Evermannella balbo",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Evermannellidae","Evermannella","Evermannella indica",126339,"Marine","Evermannella indica",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Evermannellidae","Evermannella","Evermannella melanoderma",272065,"Marine","Evermannella melanoderma",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Exocoetus","Exocoetus obtusirostris",126384,"Marine","Exocoetus obtusirostris",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Exocoetus","Exocoetus volitans",126385,"Marine","Exocoetus volitans",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Fistulariidae","Fistularia","Fistularia petimba",159439,"Marine-Brackish","Fistularia petimba",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Fistulariidae","Fistularia","Fistularia tabacaria",159440,"Marine-Brackish","Fistularia tabacaria",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Flagellostomias","Flagellostomias boureei",127351,"Marine","Flagellostomias boureei",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Foetorepus","Foetorepus agassizii",276339,"Marine","Foetorepus agassizii",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus diaphanus",159296,"Freshwater-Brackish","Fundulus diaphanus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus",159306,"Marine-Freshwater-Brackish","Fundulus heteroclitus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus majalis",159308,"Marine-Brackish","Fundulus majalis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Gadella","Gadella imberbis",158964,"Marine","Brosmiculus imberbis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Gadomus","Gadomus arcuatus",126469,"Marine","Gadomus arcuatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Gadomus","Gadomus longifilis",126471,"Marine","Gadomus longifilis",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus",300735,"Marine-Brackish","Gadus chalcogrammus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus macrocephalus",254538,"Marine-Brackish","Gadus macrocephalus",0,"Atlantic-Arctic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus morhua",126436,"Marine-Brackish","Gadus morhua",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus argentatus",126451,"Marine","Gaidropsarus argentatus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus ensis",126453,"Marine","Gaidropsarus ensis",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Polynemidae","Galeoides","Galeoides decadactylus",126997,"Marine-Brackish","Galeoides decadactylus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis",159325,"Freshwater-Brackish","Gambusia affinis",265.889140091541,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus",126505,"Marine-Freshwater-Brackish","Gasterosteus aculeatus",0,"Atlantic-Arctic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus wheatlandi",159437,"Marine-Brackish","Gasterosteus wheatlandi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Gempylus","Gempylus serpens",126862,"Marine","Gempylus serpens",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Genyonemus","Genyonemus lineatus",280830,"Marine","Genyonemus lineatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis longicirra",159155,"Marine","Gigantactis longicirra",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis macronema",159156,"Marine","Gigantactis macronema",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis vanhoeffeni",126542,"Marine","Gigantactis vanhoeffeni",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Argentinidae","Glossanodon","Glossanodon leioglossus",126717,"Marine","Glossanodon leioglossus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus",127136,"Marine","Glyptocephalus cynoglossus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus",274287,"Marine","Glyptocephalus zachirus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox","Gobiesox maeandricus",275671,"Marine","Gobiesox maeandricus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobiosoma","Gobiosoma ginsburgi",159771,"Marine","Gobiosoma ginsburgi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Gonichthys","Gonichthys cocco",126601,"Marine","Gonichthys cocco",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Gonostomatidae","Gonostoma","Gonostoma atlanticum",127293,"Marine","Gonostoma atlanticum",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Gonostomatidae","Gonostoma","Gonostoma denudatum",127295,"Marine","Gonostoma denudatum",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Grammatostomias","Grammatostomias dentatus",158731,"Marine","Grammatostomias dentatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Grammatostomias","Grammatostomias flagellibarba",127353,"Marine","Grammatostomias flagellibarba",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Zeiformes","Grammicolepididae","Grammicolepis","Grammicolepis brachiusculus",127420,"Marine","Grammicolepis brachiusculus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Guttigadus","Guttigadus latifrons",158978,"Marine","Guttigadus latifrons",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus hemifasciatus",254583,"Marine","Gymnelus hemifasciatus",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus retrodorsalis",127095,"Marine","Gymnelus retrodorsalis",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus viridis",127096,"Marine","Gymnelus viridis",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus galeatus",254514,"Marine","Gymnocanthus galeatus",0,"Arctic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus pistilliger",254519,"Marine","Gymnocanthus pistilliger",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Gymnocanthus","Gymnocanthus tricuspis",127198,"Marine","Gymnocanthus tricuspis",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax conspersus",158582,"Marine","Gymnothorax conspersus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beryciformes","Cetomimidae","Gyrinomimus","Gyrinomimus grahami",221398,"Marine","Gyrinomimus grahami",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Halargyreus","Halargyreus johnsonii",126489,"Marine","Halargyreus johnsonii",0,"Atlantic-Arctic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Halichoeres","Halichoeres bivittatus",158815,"Marine","Halichoeres bivittatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Halieutichthys","Halieutichthys aculeatus",159190,"Marine","Halieutichthys aculeatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Halosauropsis","Halosauropsis macrochir",126639,"Marine","Halosauropsis macrochir",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Halosaurus","Halosaurus guentheri",158557,"Marine","Halosaurus guentheri",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Haplophryne","Haplophryne mollis",126547,"Marine","Haplophryne mollis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus","Helicolenus dactylopterus",127251,"Marine","Helicolenus dactylopterus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Hemichromis","Hemichromis bimaculatus",281018,"Freshwater-Brackish","Hemichromis bimaculatus",550.049308658117,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus hemilepidotus",254521,"Marine","Hemilepidotus hemilepidotus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus jordani",254522,"Marine","Hemilepidotus jordani",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus",279413,"Marine","Hemilepidotus spinosus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus balao",159278,"Marine-Brackish","Hemiramphus balao",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus brasiliensis",159279,"Marine","Hemiramphus brasiliensis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus","Hemitripterus americanus",159518,"Marine","Hemitripterus americanus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus","Hemitripterus bolini",254541,"Marine","Hemitripterus bolini",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Heteroconger","Heteroconger luteolus",158568,"Marine","Heteroconger luteolus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus","Heteropriacanthus cruentatus",127004,"Marine","Heteropriacanthus cruentatus",0,"Atlantic","Org_CanFish","eez focused","inside"
