"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input","dist","ocean","source","domain","inCanada"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artedius","Artedius fenestralis",279700,"Marine","Artedius fenestralis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artedius","Artedius harringtoni",279701,"Marine","Artedius harringtoni",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artedius","Artedius lateralis",279702,"Marine","Artedius lateralis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Ascelichthys","Ascelichthys rhodorus",279706,"Marine","Ascelichthys rhodorus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Asemichthys","Asemichthys taylori",316433,"Marine","Asemichthys taylori",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Aspidophoroides","Aspidophoroides monopterygius",159459,"Marine","Aspidophoroides monopterygius",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Aspidophoroides","Aspidophoroides olrikii",309268,"Marine-Brackish","Aspidophoroides olrikii",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Siluriformes","Aspredinidae","Aspredo","Aspredo aspredo",279760,"Freshwater-Brackish","Aspredo aspredo",0.104174897832843,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes cyaneus",275012,"Marine","Astronesthes cyanea",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes gemmifer",127322,"Marine","Astronesthes gemmifer",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes indicus",127323,"Marine","Astronesthes indicus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes lampara",275027,"Marine","Astronesthes lampara",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes leucopogon",127324,"Marine","Astronesthes leucopogon",134.479016728192,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes micropogon",127326,"Marine","Astronesthes micropogon",71.6479074534398,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes niger",127328,"Marine","Astronesthes niger",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes oligoa",275034,"Marine","Astronesthes oligoa",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes richardsoni",158843,"Marine","Astronesthes richardsoni",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes similus",275036,"Marine","Astronesthes similus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Astroscopus","Astroscopus ygraecum",159252,"Marine","Astroscopus y-graecum",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias",279792,"Marine","Atheresthes stomias",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Atractoscion","Atractoscion nobilis",278535,"Marine","Atractoscion nobilis",0.704066140399464,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus","Aulorhynchus flavidus",279839,"Marine","Aulorhynchus flavidus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis","Auxis rochei",127015,"Marine-Brackish","Auxis rochei",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Nemichthyidae","Avocettina","Avocettina infans",126304,"Marine","Avocettina infans",0,"Atlantic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Bajacalifornia","Bajacalifornia megalops",126687,"Marine","Bajacalifornia megalops",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Baldwinella","Baldwinella aureorubens",1015364,"Marine","Hemanthias aureorubens",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Baldwinella","Baldwinella vivanus",1019849,"Marine","Hemanthias vivanus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus",154721,"Marine","Balistes capriscus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes vetula",127397,"Marine","Balistes vetula",48.5618966620571,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Barathrites","Barathrites parri",158999,"Marine","Barathrites parri",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Barathrodemus","Barathrodemus manatinus",159044,"Marine","Barathrodemus manatinus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Platytroctidae","Barbantus","Barbantus curvifrons",126738,"Marine","Barbantus curvifrons",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beryciformes","Barbourisiidae","Barbourisia","Barbourisia rufa",159425,"Marine","Barbourisia rufa",63.7500521390196,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Bascanichthys","Bascanichthys bascanium",158600,"Marine","Bascanichthys bascanium",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassogigas","Bassogigas gillii",159063,"Marine","Bassogigas gillii",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus","Bassozetus zenkevitchi",272795,"Marine","Bassozetus zenkevitchi",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus brevis",127329,"Marine","Bathophilus brevis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus flemingi",275046,"Marine","Bathophilus flemingi",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus pawneei",127332,"Marine","Bathophilus pawneei",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Bathophilus","Bathophilus vaillanti",127333,"Marine","Bathophilus vaillanti",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus alascanus",254503,"Marine","Bathyagonus alascanus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus infraspinatus",254504,"Marine","Bathyagonus infraspinatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus nigripinnis",254505,"Marine","Bathyagonus nigripinnis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus pentacanthus",254506,"Marine","Bathyagonus pentacanthus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagichthys","Bathylagichthys greyae",126718,"Marine","Bathylagichthys greyae",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides nigrigenys",712443,"Marine","Bathylagoides nigrigenys",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagus","Bathylagus euryops",126719,"Marine","Bathylagus euryops",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Bathylagidae","Bathylagus","Bathylagus pacificus",272919,"Marine","Bathylagus pacificus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Argentiniformes","Opisthoproctidae","Bathylychnops","Bathylychnops exilis",126730,"Marine","Bathylychnops exilis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster caeruleofasciatus",279415,"Marine","Bathymaster caeruleofasciatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Bathymaster","Bathymaster signatus",254513,"Marine","Bathymaster signatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois dubius",126342,"Marine","Bathypterois dubius",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois grallator",126343,"Marine","Bathypterois grallator",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois longipes",126344,"Marine","Bathypterois longipes",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois phenax",126345,"Marine","Bathypterois phenax",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois quadrifilis",158862,"Marine","Bathypterois quadrifilis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois viridensis",272077,"Marine","Bathypterois viridensis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Bathysauridae","Bathysaurus","Bathysaurus ferox",126369,"Marine","Bathysaurus ferox",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Bathytroctes","Bathytroctes microlepis",126693,"Marine","Bathytroctes microlepis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Ipnopidae","Bathytyphlops","Bathytyphlops marionae",158864,"Marine","Bathytyphlops marionae",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Bellator","Bellator egretta",276272,"Marine-Brackish","Bellator egretta",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella","Benthalbella dentata",254572,"Marine","Benthalbella dentata",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella","Benthalbella infans",126365,"Marine","Benthalbella infans",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Benthocometes","Benthocometes robustus",126667,"Marine","Benthocometes robustus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus elongatus",127086,"Marine","Benthodesmus elongatus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus pacificus",274013,"Marine","Benthodesmus pacificus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus simonyi",127087,"Marine","Benthodesmus simonyi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus tenuis",159834,"Marine","Benthodesmus tenuis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","Benthosema glaciale",126580,"Marine","Benthosema glaciale",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","Benthosema suborbitale",126581,"Marine","Benthosema suborbitale",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx","Beryx decadactylus",126394,"Marine","Beryx decadactylus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx","Beryx splendens",126395,"Marine","Beryx splendens",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Blepsias","Blepsias bilobus",254540,"Marine","Blepsias bilobus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Blepsias","Blepsias cirrhosus",279417,"Marine","Blepsias cirrhosus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys distofax",272649,"Marine","Bolinichthys distofax",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys indicus",126582,"Marine","Bolinichthys indicus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys photothorax",158886,"Marine","Bolinichthys photothorax",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys supralateralis",126583,"Marine","Bolinichthys supralateralis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Boreogadus","Boreogadus saida",126433,"Marine-Brackish","Boreogadus saida",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus",127334,"Marine","Borostomias antarcticus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Borostomias","Borostomias elucens",127335,"Marine","Borostomias elucens",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bothragonus","Bothragonus swanii",279947,"Marine","Bothragonus swanii",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara brunneum",279397,"Marine","Bothrocara brunneum",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara molle",234593,"Marine","Bothrocara molle",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara pusillum",279400,"Marine","Bothrocara pusillum",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Bothus","Bothus ocellatus",159275,"Marine","Bothus ocellatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Bothus","Bothus robinsi",159277,"Marine","Bothus robinsi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Brachyistius","Brachyistius frenatus",240721,"Marine","Brachyistius frenatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama","Brama brama",126783,"Marine","Brama brama",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama","Brama japonica",273148,"Marine","Brama japonica",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros atlanticus",126431,"Marine","Bregmaceros atlanticus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros mcclellandi",217740,"Marine-Brackish","Bregmaceros mcclellandi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Brevoortia","Brevoortia tyrannus",158691,"Marine-Brackish","Brevoortia tyrannus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Brosme","Brosme brosme",126447,"Marine","Brosme brosme",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Brosmophycis","Brosmophycis marginata",280000,"Marine","Brosmophycis marginata",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Brotula","Brotula barbata",159067,"Marine","Brotula barbata",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Bryozoichthys","Bryozoichthys marjorius",254575,"Marine","Bryozoichthys marjorius",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Bythites","Bythites fuscus",272759,"Marine","Bythites fuscus",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Callechelys","Callechelys muraena",158604,"Marine","Callechelys muraena",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus","Callionymus bairdi",159626,"Marine","Callionymus bairdi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis sufflamen",127399,"Marine","Canthidermis sufflamen",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Acanthuriformes","Caproidae","Capros","Capros aper",127419,"Marine","Capros aper",3.07599399937253,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Caranx","Caranx crysos",126802,"Marine-Brackish","Caranx crysos",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Caranx","Caranx hippos",126803,"Marine-Brackish","Caranx hippos",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Carassius","Carassius auratus",154298,"Freshwater-Brackish","Carassius auratus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus attenuatus",274410,"Marine","Careproctus attenuatus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus canus",274416,"Marine","Careproctus canus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus colletti",254547,"Marine","Careproctus colletti",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus cypselurus",274421,"Marine","Careproctus cypselurus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus furcellus",254548,"Marine","Careproctus furcellus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus georgianus",234643,"Marine","Careproctus georgianus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus gilberti",367288,"Marine","Careproctus gilberti",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus kidoi",398464,"Marine","Careproctus kidoi",0,"Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus longipinnis",146774,"Marine","Careproctus longipinnis",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus melanurus",254549,"Marine","Careproctus melanurus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus micropus",127211,"Marine","Careproctus micropus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus ovigerus",274454,"Marine","Careproctus ovigerus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus ranula",159523,"Marine","Careproctus ranulus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Careproctus","Careproctus reinhardti",127212,"Marine","Careproctus reinhardti",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Caristiidae","Caristius","Caristius fasciatus",873087,"Marine","Caristius fasciatus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Caristiidae","Caristius","Caristius macropus",126824,"Marine","Caristius macropus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx laticeps",126657,"Marine","Cataetyx laticeps",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus","Catostomus catostomus",158706,"Freshwater-Brackish","Catostomus catostomus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Catostomus","Catostomus commersonii",158707,"Freshwater-Brackish","Catostomus commersonii",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus princeps",276217,"Marine","Caulolatilus princeps",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Caulophrynidae","Caulophryne","Caulophryne jordani",126534,"Marine","Caulophryne jordani",0,"Atlantic","Org_CanFish","eez focused","inside"
